ID	Method	Prompt	Transcript	Meaning	Original Meaning
3997	RG	Frag: 1 Ticket	i need one ticket	correct	correct
3998	RG	Frag: 2 Musical-Tickets	i need two musical tickets	correct	correct
3999	RG	Frag: 2 Tickets für heute Abend	i need two tickets for tonight	correct	correct
4000	RG	Frag: 2 Tickets für Mamma Mia	i need two tickets for mamma mia	correct	correct
4001	no method	Frag: Ticket für dieses Musical	i need tickets a ticket for this musical	incorrect	correct
4002	magic	Frag: Ticket für dieses Musical	i need a ticket for this musical	correct	correct
4003	RG	Sag: Ich möchte hinten sitzen	i want to sit in the back	correct	correct
4004	RG	Frag: Tickets für das British Museum	i need tickets for the british museum	correct	correct
4005	RG	Frag: 3 Tickets	i need three tickets	correct	correct
4006	RG	Frag: Zimmer für 5 Nächte	i want a room for five nights	correct	correct
4007	no method	Frag: Twinzimmer	i want a double room	incorrect	incorrect
4008	RG	Frag: Twinzimmer	a twin room	correct	correct
4009	RG	Sag: Ich möchte mit Visa bezahlen	can i pay with visa	correct	correct
4010	credit card cluster	Sag: Ich möchte mit Euros bezahlen	i will pay with euros	correct	correct
4011	no method	Frag: Gibt es ein Hotelrestaurant?	are there a hotel restaurant	incorrect	correct
4012	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	correct	correct
4014	RG	Sag: Ich habe keine Reservation	i have no reservation	correct	correct
4015	no method	Sag: Ich habe keine Reservation	i do not no i do not have a reservation	incorrect	correct
4016	RG	Sag: Ich habe keine Reservation	i do not have a reservation	correct	correct
4017	RG	Frag: Zimmer für 2 Nächte	a room for two nights	correct	correct
4018	RG	Frag: Suite	i would like a suite	correct	correct
4019	RG	Sag: Ich möchte mit Visa bezahlen	can i pay with visa	correct	correct
4020	RG	Frag: Gibt es einen Lift?	is there a a lift	correct	correct
4021	RG	Frag: Zimmer für 3 Nächte	a room for three nights	correct	correct
4022	RG	Frag: Junior Suite	i would like a junior suite	correct	correct
4023	RG	Sag: Ich möchte mit Visa bezahlen	can i pay with visa	correct	correct
4024	RG	Frag: Gibt es einen Lebensmittelladen?	is there a grocery store	correct	correct
4025	RG	Frag: Wo ist der Lebensmittelladen?	where is the grocery store	correct	correct
4026	RG	Frag: Einzelzimmer	i would like a single room	correct	correct
4028	RG	Frag: Gibt es einen Coiffeur?	is there a hairdresser	correct	correct
4029	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4030	no method	Frag: Zimmer für 5 Nächte	want a room for five nights	incorrect	correct
4031	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4032	RG	Frag: Zimmer für 5 Nächte	a room for five nights	correct	correct
4033	RG	Frag: Twinzimmer	a twin room	correct	correct
4034	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i want to pay with a credit card	correct	correct
4035	RG	Frag: Gibt es einen Coiffeur?	do you have a hairdresser	correct	correct
4036	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4037	RG	Sag: Mein Badezimmer ist dreckig	my bathroom is dirty	correct	correct
4038	no method	Frag: Wo ist der Haarföhn?	where is the hair blower	incorrect	correct
4039	no method	Frag: Wo ist der Haarföhn?	where is the hair blower	incorrect	correct
4040	no method	Frag: Wo ist der Haarföhn?	where is the hair blower	incorrect	correct
4041	RG	Frag: Zimmer für 3 Nächte	a room for three nights	correct	correct
4042	RG	Frag: Twinzimmer	a twin room	correct	correct
4043	RG	Sag: Ich möchte mit Mastercard bezahlen	i would like to pay with mastercard	correct	correct
4044	RG	Frag: Gibt es eine Hotelbar?	do you have a hotel bar	correct	correct
4045	RG	Frag: Wo ist die Hotelbar?	where is the hotel bar	correct	correct
4046	RG	Sag: Mein WC ist dreckig	my toilet is dirty	correct	correct
4047	no method	Sag: Im Zimmer hat es keinen Haarföhn	in the room	incorrect	incorrect
4048	no method	Sag: Im Zimmer hat es keinen Haarföhn	the room has not a hair dryer	incorrect	correct
4049	no method	Sag: Im Zimmer hat es keinen Haarföhn	in the room is not a hair dryer	incorrect	correct
4050	RG	Frag: Zimmer für 6 Nächte	a room for six nights	correct	correct
4051	RG	Frag: Twinzimmer	a twin room	correct	correct
4052	RG	Frag: ein Ticket zum Trafalgar Square	a ticket to trafalgar square	correct	correct
4053	RG	Frag: ein Ticket zum Trafalgar Square	a ticket to trafalgar square	correct	correct
4058	RG	Sag: Ich möchte mit Mastercard bezahlen	can i pay by master card	correct	correct
4061	RG	Frag: ein Ticket zum Trafalgar Square	can i have a ticket to trafalgar square	correct	correct
4062	credit card cluster	Sag: Ich möchte mit Visa bezahlen	can i pay with a visa	correct	correct
4063	credit card cluster	Sag: Ich möchte mit Pfund bezahlen	can i pay with pfund	incorrect	incorrect
4064	RG	Sag: Ich möchte mit Pfund bezahlen	can i pay with pounds	correct	correct
4065	RG	Frag: 3 Musical-Tickets	can i have three musical tickets	correct	correct
4066	magic	Sag: Ich möchte heute Abend gehen	can i go this evening	correct	correct
4067	RG	Sag: Ich möchte heute Abend gehen	i want to go this evening	correct	correct
4068	no method	Sag: Ich möchte heute Abend gehen	can i go this evening	incorrect	correct
4069	RG	Frag: 3 Tickets für das Phantom der Oper	i want three tickets for the phantom of the opera	correct	correct
4070	no method	Sag: Ich möchte hinten sitzen	can i sit for behind	incorrect	incorrect
4071	RG	Sag: Ich möchte hinten sitzen	i want to sit in the back	correct	correct
4072	no method	Sag: Ich möchte hinten sitzen	can i sit in the back	incorrect	correct
4073	RG	Frag: Tickets für das London Eye	can i have tickets for the london eye	correct	correct
4075	RG	Frag: 4 Tickets für morgen Abend	i would like four tickets for tomorrow evening	correct	correct
4079	no method	Frag: mein Steak rare	i want steak rare	incorrect	correct
4080	magic	Frag: mein Steak rare	i want a rare steak	correct	correct
4081	no method	Frag: mein Steak rare	i would like to have a steak rare	incorrect	correct
4083	no method	Frag: etwas Kartoffelstock	i would like to have some of the smashed potatoes	incorrect	incorrect
4085	Restarant Cluster	Frag: Ich möchte die Dessertkarte	i would like the dessert card	incorrect	correct
4087	no method	Frag: weisse Stiefel	would like white boots	incorrect	correct
4088	RG	Frag: weisse Stiefel	i would like white boots	correct	correct
4089	RG	Frag: Grösse 41	forty one	correct	correct
4090	RG	Frag: Grösse 41	forty one	correct	correct
4091	RG	Frag: Jeans	i want some jeans	correct	correct
4092	magic	Frag: Jeans	i would like to have some jeans	correct	correct
4093	RG	Frag: weisse Jeans	i want white jeans	correct	correct
4094	no method	Frag: eine L	big	incorrect	correct
4095	no method	Frag: eine L	big	incorrect	correct
4097	RG	Frag: Wie viel kostet die Jeans?	how much do the jeans cost	correct	correct
4098	RG	Sag: Dies ist zu teuer	this is too expensive	correct	correct
4099	no method	Frag: Welcher Bus fährt dorthin?	which bus drives there	incorrect	correct
4100	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	marble arch is in front of the hyde park	incorrect	correct
4102	RG	Frag: Gibt es einen Lift?	is there a lift	correct	correct
4103	RG	Frag: Wo ist der Lift?	where is the lift	correct	correct
4104	magic	Frag: Wo ist der Lift?	there is the lift	correct	incorrect
4105	RG	Frag: Wo ist der Lift?	where is the lift	correct	correct
4106	RG	Sag: Ich bin aus Deutschland	i am from germany	correct	correct
4107	RG	Sag: Ich bin aus Spanien	i am from spain	correct	correct
4108	RG	Sag: Ich möchte um 16 Uhr morgen abreisen	i would like to leave tomorrow at four p m	correct	correct
4109	RG	Sag: Ich bin aus Australien	i am from australia	correct	correct
4110	RG	Sag: Ich heisse Janet	my name is janet	correct	correct
4111	RG	Sag: Ich bin aus Österreich	i am from austria	correct	correct
4112	RG	Sag: Ich heisse Erica	my name is erica	correct	correct
4113	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4114	RG	Sag: Ich möchte mit Mastercard bezahlen	i want to pay with master card	correct	correct
4115	no method	Frag: Gibt es einen Lebensmittelladen?	does it have a sup supermarket	incorrect	correct
4116	RG	Frag: Gibt es einen Lebensmittelladen?	is there a grocery store	correct	correct
4117	RG	Frag: Gibt es einen Lebensmittelladen?	is there a grocery store	correct	correct
4118	RG	Frag: Wo ist der Lebensmittelladen?	where is the grocery store	correct	correct
4119	RG	Frag: Wo ist der Lebensmittelladen?	where is the grocery store	correct	correct
4120	RG	Frag: Wo ist der Lebensmittelladen?	where is the grocery store	correct	correct
4121	no method	Sag: Ich möchte um 12 Uhr morgen abreisen	i want to leave at twelve o'clock tomorrow	incorrect	correct
4122	no method	Sag: Ich möchte um 12 Uhr morgen abreisen	i would like to leave at twelve o'clock tomorrow	incorrect	correct
4123	RG	Sag: Ich bin aus Schottland	i am from scotland	correct	correct
4125	RG	Frag: Einzelzimmer	a single room	correct	correct
4126	RG	Frag: Einzelzimmer	a single room	correct	correct
4127	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i want to pay with the credit card	correct	correct
4128	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	would i play with my credit card	correct	incorrect
4129	RG	Sag: Ich möchte mit Kreditkarte bezahlen	i want to pay by credit card	correct	correct
4130	RG	Frag: Gibt es eine Hotelbar?	is there a hotel bar	correct	correct
4131	RG	Sag: Ich habe keine Reservation	i do not have a reservation	correct	correct
4132	RG	Frag: Zimmer für 7 Nächte	a room for seven nights	correct	correct
4133	RG	Frag: Einzelzimmer	a single room	correct	correct
4134	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i would to pay by credit card	correct	correct
4135	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i would to play pay by credit card	correct	correct
4136	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i would pay by credit card	correct	correct
4137	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	correct	correct
4138	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	correct	correct
4139	RG	Frag: Zimmer für 3 Nächte	a room for three nights	correct	correct
4140	RG	Frag: Zimmer für 3 Nächte	a room for three nights	correct	correct
4141	RG	Frag: Zimmer für 3 Nächte	a room for three nights	correct	correct
4142	RG	Frag: Einzelzimmer	single room	correct	correct
4143	RG	Frag: Einzelzimmer	a single room	correct	correct
4144	RG	Frag: Einzelzimmer	single room	correct	correct
4145	RG	Sag: Ich möchte mit Visa bezahlen	i want to pay by visa	correct	correct
4146	credit card cluster	Sag: Ich möchte mit Visa bezahlen	i would to pay by visa	correct	correct
4147	credit card cluster	Sag: Ich möchte mit Dollars bezahlen	i would to pay by dollars	correct	correct
4148	no method	Frag: Gibt es einen Coiffeur?	is there a coiffeur	incorrect	correct
4149	RG	Frag: Gibt es einen Coiffeur?	is there a hairdresser	correct	correct
4150	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4151	RG	Sag: Mein WC ist dreckig	my toilet is dirty	correct	correct
4152	RG	Sag: Im Zimmer hat es kein Shampoo	in the room there is no shampoo	correct	correct
4153	RG	Sag: Im Zimmer hat es kein Shampoo	there is no shampoo in the room	correct	correct
4154	RG	Sag: Im Zimmer hat es kein Shampoo	there is no shampoo in the room	correct	correct
4155	no method	Frag: Wo kann ich ein Shampoo kaufen?	where i can buy shampoo	incorrect	correct
4156	RG	Frag: Wo kann ich ein Shampoo kaufen?	where can i buy shampoo	correct	correct
4157	RG	Frag: 4 Tickets nach London	four tickets to london	correct	correct
4158	magic	Frag: 4 Tickets nach London	four tickets for london	correct	correct
4159	RG	Frag: 4 Tickets nach London	four tickets to london	correct	correct
4161	RG	Sag: Ich habe keine Reservation	i do not have a reservation	correct	correct
4162	no method	Frag: Zimmer für 2 Nächte	i stay for two nights	incorrect	correct
4164	RG	Frag: Doppelzimmer	i would like a double room	correct	correct
4165	credit card cluster	Sag: Ich möchte mit Postkarte bezahlen	i would pay with post card	correct	correct
4166	RG	Frag: Gibt es ein Schwimmbad?	do you have a swimming pool	correct	correct
4167	RG	Frag: Wo ist das Schwimmbad?	where is the swimming pool	correct	correct
4168	no method	Frag: Zimmer für 1 Woche	do not you hahaha i would have a room for one week	incorrect	correct
4171	RG	Frag: Twinzimmer	twin room	correct	correct
4172	RG	Frag: Twinzimmer	a twin room	correct	correct
4174	RG	Sag: Ich möchte mit Kreditkarte bezahlen	i want to pay with credit card	correct	correct
4175	RG	Frag: Gibt es einen Lebensmittelladen?	do you have a supermarket	correct	correct
4176	RG	Frag: Gibt es einen Lebensmittelladen?	is there a supermarket	correct	correct
4177	RG	Frag: Gibt es einen Lebensmittelladen?	is there a grocery store	correct	correct
4178	RG	Frag: Wo ist der Lebensmittelladen?	where is the grocery store	correct	correct
4179	RG	Sag: Das WC ist dreckig	the toilet is dirty	correct	correct
4180	no method	Sag: Im Zimmer hat es keinen Haarföhn	i could not i could not find the	incorrect	incorrect
4181	no method	Sag: Im Zimmer hat es keinen Haarföhn	i could not find the ha hairdryer	incorrect	correct
4182	RG	Sag: Im Zimmer hat es keinen Haarföhn	i could not find the hairdryer	correct	correct
4183	RG	Frag: Wo kann ich einen Haarföhn kaufen?	where i can buy a hairdryer	correct	correct
4184	RG	Frag: Wo kann ich einen Haarföhn kaufen?	where can i buy a hairdryer	correct	correct
4185	no method	Sag: Ich habe keine Reservation	abi du dubbel	incorrect	incorrect
4186	no method	Sag: Ich habe keine Reservation	i have not a	incorrect	incorrect
4187	RG	Sag: Ich habe keine Reservation	i have no reservation	correct	correct
4188	RG	Sag: Ich habe keine Reservation	i have not got a reservation	correct	correct
4189	RG	Frag: Zimmer für 2 Nächte	a room for two nights	correct	correct
4190	RG	Frag: Doppelzimmer	a double room	correct	correct
4191	no method	Frag: Doppelzimmer	a room for two person	incorrect	incorrect
4192	RG	Frag: Doppelzimmer	i would like a double room	correct	correct
4194	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	correct	correct
4195	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	correct	correct
4196	magic	Frag: ein Ticket nach London	i would have a ticket to london	correct	correct
4197	no method	Frag: ein Ticket nach London	i would one ticket to	incorrect	incorrect
4199	RG	Sag: Ich möchte um 16 Uhr morgen abreisen	i would like to leave tomorrow at four p m	correct	correct
4200	RG	Sag: Ich heisse Michelle	my name is michelle	correct	correct
4201	RG	Sag: Ich bin aus Kanada	i am from canada	correct	correct
4202	RG	Sag: Ich heisse Andy	my name is andy	correct	correct
4203	RG	Sag: Ich bin aus Deutschland	i am from germany	correct	correct
4204	no method	Sag: Die Hauptstadt von Deutschland ist Berlin	the capital of my country is berlin	incorrect	incorrect
4205	RG	Sag: Die Hauptstadt von Deutschland ist Berlin	the capital of germany is berlin	correct	correct
4206	RG	Sag: Ich habe 2 ältere Schwestern	i have two older sisters	correct	correct
4207	RG	Sag: Ich gehe in die Ferien	i am on holiday	correct	correct
4208	RG	Sag: Dies ist mein Pass	this is my passport	correct	correct
4209	RG	Sag: Mir geht es gut	i am good	correct	correct
4210	RG	Sag: Mir geht es gut	i am good	correct	correct
4211	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i will pay with credit card	correct	correct
4212	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i will pay with credit card	correct	correct
4213	no method	Frag: Gibt es ein Fitnessstudio?	gives here a fitness studio	incorrect	correct
4214	RG	Frag: Wo ist das Fitnessstudio?	where is the fitness studio	correct	correct
4215	RG	Frag: Wo ist das Fitnessstudio?	where is the fitness studio	correct	correct
4216	no method	Sag: Das WC ist dreckig	the wc is sale	incorrect	incorrect
4217	no method	Sag: Das WC ist dreckig	the wc is sale	incorrect	incorrect
4219	RG	Frag: Zimmer für 3 Nächte	can i have a room for three nights	correct	correct
4220	RG	Frag: Junior Suite	can i have a junior suite	correct	correct
4222	credit card cluster	Sag: Ich möchte mit Postkarte bezahlen	i like pay with post card	correct	correct
4223	no method	Frag: Gibt es einen Coiffeur?	gives here a hairdresser	incorrect	correct
4224	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4225	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	correct	correct
4226	RG	Frag: Wo ist das Science Museum?	where is the science museum	correct	correct
4227	no method	Frag: Wo ist das Science Museum?	where is the single ience museum	incorrect	incorrect
4228	RG	Frag: Wo ist das Science Museum?	where is the science museum	correct	correct
4229	RG	Frag: Wo ist der Tower?	where is the tower	correct	correct
4230	RG	Frag: Wo ist der Tower?	where is the tower	correct	correct
4231	no method	Frag: Wo ist der Tower?	can you give me the directions to the tower of london	incorrect	correct
4232	RG	Frag: Welcher Bus fährt dorthin?	which bus goes there	correct	correct
4233	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	the marble arch is nei on the other side of hyde park	incorrect	incorrect
4234	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	the arch is at the other side opposite hyde park	incorrect	incorrect
4236	RG	Sag: Ich habe keine Reservation	i do not have a reservation	correct	correct
4237	magic	Sag: Ich habe keine Reservation	i have not a reservation	correct	correct
4238	RG	Sag: Ich habe keine Reservation	i do not have a reservation	correct	correct
4239	no method	Sag: Ich habe keine Reservation	i have not reservation	incorrect	correct
4240	no method	Sag: Ich habe keine Reservation	i have not reservation	incorrect	correct
4241	no method	Sag: Ich habe keine Reservation	i have not a reservation	incorrect	correct
4243	no method	Sag: Ich habe keine Reservation	you are a dubbel	incorrect	incorrect
4244	magic	Sag: Ich habe keine Reservation	i do not have not a reservation	correct	correct
4245	no method	Sag: Ich habe keine Reservation	you are a dubbel	incorrect	incorrect
4246	no method	Sag: Ich habe keine Reservation	kuckuck	incorrect	incorrect
4247	magic	Sag: Ich habe keine Reservation	i do not have not a reservation i do not have not a reservation	correct	correct
4248	no method	Sag: Ich habe keine Reservation	grüessech frau käser	incorrect	incorrect
4249	no method	Sag: Ich habe keine Reservation	funktioniert nid jo guet muesch nüt meh säge	incorrect	incorrect
4250	RG	Frag: Zimmer für 3 Nächte	can i have a room for three nights can i have a room for three nights	correct	correct
4251	RG	Frag: Suite	can i have a suite	correct	correct
4252	magic	Frag: Suite	suite	correct	correct
4254	credit card cluster	Sag: Ich möchte mit Visa bezahlen	i would pay with visa	correct	correct
4255	no method	Frag: Gibt es ein Fitnessstudio?	gives here a fitness studio	incorrect	incorrect
4256	RG	Frag: Wo ist das Fitnessstudio?	where is the fitness studio	correct	correct
4257	RG	Frag: Wo ist das Fitnessstudio?	where is the fitness studio	correct	correct
4258	RG	Frag: Wo ist das Fitnessstudio?	where is the fitness studio	correct	correct
4259	RG	Frag: 4 Musical-Tickets	can i have four musical tickets	correct	correct
4260	no method	Frag: 4 Musical-Tickets	i would like buy four musical tickets	incorrect	correct
4261	magic	Frag: 4 Musical-Tickets	i will pay four musical tickets	correct	incorrect
4262	meaning_reject	Frag: ein Ticket für Mittwochabend	can i have a ticket for midday night	incorrect	incorrect
4264	RG	Sag: Ich habe keine Reservation	i do not have a reservation	correct	correct
4265	RG	Sag: Mir geht es gut	i am fine	correct	correct
4266	no method	Frag: Stiefel	i want to have shoes	incorrect	incorrect
4267	RG	Frag: Stiefel	i would like some boots	correct	correct
4268	RG	Frag: weisse Stiefel	i would like white boots	correct	correct
4269	RG	Frag: Grösse 39	thirty-nine	correct	correct
4270	RG	Frag: ein T-Shirt	i would like a t-shirt	correct	correct
4271	magic	Frag: ein T-Shirt	i will like a t-shirt	correct	correct
4272	RG	Frag: ein T-Shirt	i would like a t-shirt	correct	correct
4273	RG	Sag: Mir geht es gut	i am fine	correct	correct
4274	RG	Frag: Sandalen	i would like sandals	correct	correct
4276	RG	Frag: rote Sandalen	i would like red sandals	correct	correct
4277	RG	Frag: rote Sandalen	red sandals	correct	correct
4278	RG	Frag: Grösse 42	forty-two	correct	correct
4279	RG	Frag: Hosen	i would like trousers	correct	correct
4280	RG	Frag: Hosen	i am looking for trousers	correct	correct
4281	RG	Frag: pinkige Hosen	i would like pink trousers	correct	correct
4283	no method	Frag: Wie viel kostet die Hose?	how much does the trousers cost	incorrect	correct
4284	magic	Sag: Die Hose ist zu teuer	this trousers is too teuer	correct	incorrect
4286	no method	Frag: Wo ist das Naturhistorische Museum?	i am looking for the naturally naturally history museum	incorrect	correct
4287	no method	Frag: Wo ist das Naturhistorische Museum?	i am looking for the natury history museum	incorrect	correct
4288	no method	Frag: Wo ist Big Ben?	where are the big ben	incorrect	correct
4289	magic	Frag: Wo ist Big Ben?	where is the big ben	correct	correct
4290	RG	Frag: Welcher Bus fährt dorthin?	which bus goes there	correct	correct
4291	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	marble arch is vis à vis the hyde park	incorrect	incorrect
4292	meaning_reject	Frag: ein Ticket nach Notting Hill	a billet to nothing hill	incorrect	incorrect
4293	no method	Frag: ein Ticket nach Notting Hill	a billet to notting hill	incorrect	incorrect
4294	RG	Frag: ein Ticket nach Notting Hill	i would like a ticket to notting hill	correct	correct
4296	credit card cluster	Sag: Ich möchte mit Mastercard bezahlen	can i pay be mastercard	incorrect	correct
4297	RG	Sag: Ich möchte mit Mastercard bezahlen	can i pay with mastercard	correct	correct
4299	no method	Frag: 5 Tickets nach London	i would like boy five tickets to london	incorrect	correct
4300	RG	Frag: 5 Tickets nach London	i would like five tickets to london	correct	correct
4302	RG	Sag: Ich möchte am Sonntagnachmittag abreisen	i would like to leave on sunday afternoon	correct	correct
4304	RG	Sag: Ich heisse Sarah	my name is sarah	correct	correct
4305	no method	Sag: Ich bin aus Österreich	i am from austrish	incorrect	incorrect
4306	RG	Sag: Ich heisse Silvia	my name is silvia	correct	correct
4307	RG	Sag: Ich bin aus England	i am from england	correct	correct
4308	meaning_reject	Frag: ein Ticket zum Piccadilly Circus	tickets to the pissadilly circus	incorrect	correct
4309	no method	Frag: ein Ticket zum Piccadilly Circus	i want a ticket to piccasarticircus	incorrect	incorrect
4310	RG	Frag: ein Ticket zum Piccadilly Circus	i want a ticket to piccadilly circus	correct	correct
4311	credit card cluster	Sag: Ich möchte mit Mastercard bezahlen	i want buy with the master card	correct	correct
4312	credit card cluster	Sag: Ich möchte mit Mastercard bezahlen	can i pay diner's card	incorrect	incorrect
4313	RG	Frag: 4 Musical-Tickets	four musical tickets	correct	correct
4314	no method	Frag: 4 Musical-Tickets	i want pay four musical tickets	incorrect	correct
4315	RG	Frag: 4 Musical-Tickets	i would like to buy four musical tickets	correct	correct
4317	RG	Frag: 4 Tickets für Mittwochabend	four tickets for wednesday evening	correct	correct
4318	RG	Frag: 4 Tickets für Mittwochabend	i want four tickets for wednesday night	correct	correct
4319	RG	Frag: 4 Tickets für das Phantom der Oper	i want four tickets for the phantom of the opera	correct	correct
4321	RG	Sag: Ich möchte vorne sitzen	i would like to sit in the front	correct	correct
4322	RG	Frag: Tickets für das London Eye	tickets for the london eye	correct	correct
4323	RG	Frag: Tickets für das London Eye	tickets for the london eye	correct	correct
4324	RG	Frag: Tickets für das London Eye	can i have tickets for the london eye	correct	correct
4325	RG	Frag: 2 Tickets	two tickets	correct	correct
4326	RG	Frag: 2 Tickets	can i have two tickets	correct	correct
4327	RG	Frag: eine Limonade	i would like a lemonade	correct	correct
4328	RG	Frag: einen Hamburger	i would like a hamburger	correct	correct
4329	RG	Frag: meinen Hamburger rare	i would like my hamburger rare	correct	correct
4330	RG	Frag: meinen Hamburger rare	i would like my hamburger rare	correct	correct
4331	RG	Frag: meinen Hamburger rare	i would like my hamburger rare	correct	correct
4332	magic	Frag: Auberginen	i would like aubergines	correct	correct
4333	RG	Frag: Auberginen	could i have some aubergines	correct	correct
4334	Restarant Cluster	Frag: Ich möchte die Dessertkarte	i would like the dessert card	incorrect	correct
4335	Restarant Cluster	Frag: Ich möchte die Dessertkarte	i would like the dessert plan	incorrect	incorrect
4336	RG	Frag: Ich möchte die Dessertkarte	the dessert menu	correct	correct
4337	RG	Frag: Custard Tart	i would like the custard tart	correct	correct
4338	Restarant Cluster	Frag: Ich möchte die Rechnung	i would like to pay	incorrect	correct
4339	RG	Frag: Ich möchte die Rechnung	i would like the check	correct	correct
4340	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i would like pay with the credit card	correct	correct
4343	no method	Sag: Mir geht es gut	eh i am fine	incorrect	correct
4344	RG	Sag: Mir geht es gut	i am good	correct	correct
4346	no method	Frag: Sandalen	i would like sandals jetzt chani	incorrect	incorrect
4347	RG	Frag: Sandalen	i would like sandals	correct	correct
4348	RG	Frag: blaue Sandalen	i would like blue sandals	correct	correct
4349	RG	Frag: Grösse 41	forty-one	correct	correct
4350	RG	Frag: ein T-Shirt	i want a t-shirt	correct	correct
4351	RG	Frag: ein rotes T-Shirt	i want a red t-shirt	correct	correct
4352	no method	Frag: eine S	little	incorrect	correct
4353	no method	Frag: eine S	little	incorrect	correct
4354	no method	Frag: eine S	little eh small	incorrect	correct
4355	RG	Frag: Wie viel kostet das T-Shirt?	how much does the t-shirt cost	correct	correct
4357	RG	Frag: Stiefel	i would like some boots	correct	correct
4358	no method	Frag: Stiefel	i would like some boo	incorrect	incorrect
4359	RG	Frag: Stiefel	i would like some boots	correct	correct
4360	RG	Frag: weisse Stiefel	i would like white boots	correct	correct
4361	RG	Frag: Grösse 43	forty three	correct	correct
4362	RG	Frag: Grösse 43	forty three	correct	correct
4363	RG	Sag: Ich habe keine Reservation	i do not have a reservation	correct	correct
4364	RG	Frag: Zimmer für 2 Nächte	i want a room for two nights	correct	correct
4365	RG	Frag: Einzelzimmer	can i have a single room	correct	correct
4366	RG	Sag: Ich möchte mit Mastercard bezahlen	can i pay with mastercard	correct	correct
4368	RG	Frag: Gibt es ein Fitnessstudio?	is there a gym	correct	correct
4369	RG	Frag: Wo ist das Fitnessstudio?	where is the gym	correct	correct
4370	RG	Sag: Ich habe keine Reservation	i do not have a reservation	correct	correct
4371	RG	Frag: Zimmer für 4 Nächte	i want a room for four nights	correct	correct
4372	no method	Frag: Einzelzimmer	can i you have a single room	incorrect	correct
4373	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i want pay with credit card	correct	correct
4374	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	correct	correct
4375	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	correct	correct
4377	RG	Frag: Zimmer für 6 Nächte	can i have a room for six nights	correct	correct
4380	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	correct	correct
4381	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	correct	correct
4382	RG	Frag: Zimmer für 5 Nächte	can i have a room for five nights	correct	correct
4383	RG	Frag: Doppelzimmer	can i have a double room	correct	correct
4384	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i want pay with credit card	correct	correct
4385	no method	Frag: Gibt es einen Lebensmittelladen?	there a grocery sto store	incorrect	correct
4386	RG	Frag: Wo ist der Lebensmittelladen?	where is the grocery store	correct	correct
4387	no method	Sag: Ich habe keine Reservation	i have not a reservation	incorrect	correct
4388	no method	Sag: Ich habe keine Reservation	you can't ask help at silver level	incorrect	incorrect
4389	no method	Sag: Ich habe keine Reservation	i do not a reservation	incorrect	correct
4390	no method	Sag: Ich habe keine Reservation	i do not a reservation	incorrect	correct
4392	no method	Sag: Ich habe keine Reservation	i have not a reservation	incorrect	correct
4394	no method	Sag: Ich habe keine Reservation	i can't ask for help at the silver level	incorrect	incorrect
4395	no method	Sag: Ich habe keine Reservation	you can't ask help at the silver level	incorrect	incorrect
4396	RG	Sag: Ich heisse Thomas	my name is thomas	correct	correct
4397	RG	Sag: Ich bin aus Irland	i am from ireland	correct	correct
4398	RG	Frag: ein Ticket nach London	i want one ticket to london	correct	correct
4399	no method	Sag: Ich möchte um 18 Uhr morgen abreisen	i want to leave at six pm tomorrow	incorrect	correct
4400	RG	Sag: Ich heisse Thomas	my name is thomas	correct	correct
4401	RG	Sag: Ich bin aus Spanien	i am from spain	correct	correct
4402	RG	Sag: Ich heisse Patrick	my name is patrick	correct	correct
